PALAVRAS DA ARVORE AVL COM A QUANTIDADE DE OCORRENCIAS
PALAVRA: a                             	Qtde: 21728
PALAVRA: burst                         	Qtde: 96
PALAVRA: bury                          	Qtde: 16
PALAVRA: bushes                        	Qtde: 16
PALAVRA: bushman                       	Qtde: 16
PALAVRA: bushy                         	Qtde: 16
PALAVRA: business                      	Qtde: 336
PALAVRA: businesspglaforg              	Qtde: 16
PALAVRA: busy                          	Qtde: 32
PALAVRA: busybody                      	Qtde: 16
PALAVRA: but                           	Qtde: 6416
PALAVRA: butler                        	Qtde: 192
PALAVRA: butlers                       	Qtde: 16
PALAVRA: butt                          	Qtde: 16
PALAVRA: butterflies                   	Qtde: 48
PALAVRA: butterfly                     	Qtde: 16
PALAVRA: butterflynet                  	Qtde: 48
PALAVRA: by                            	Qtde: 3760
PALAVRA: bygone                        	Qtde: 16
PALAVRA: byword                        	Qtde: 16
PALAVRA: c                             	Qtde: 80
PALAVRA: cab                           	Qtde: 336
PALAVRA: cabinet                       	Qtde: 16
PALAVRA: cabman                        	Qtde: 128
PALAVRA: cabmans                       	Qtde: 16
PALAVRA: cage                          	Qtde: 16
PALAVRA: cairns                        	Qtde: 16
PALAVRA: cajoled                       	Qtde: 16
PALAVRA: calculate                     	Qtde: 16
PALAVRA: calculated                    	Qtde: 16
PALAVRA: calculations                  	Qtde: 16
PALAVRA: calf                          	Qtde: 16
PALAVRA: call                          	Qtde: 256
PALAVRA: called                        	Qtde: 144
PALAVRA: calling                       	Qtde: 112
PALAVRA: calls                         	Qtde: 16
PALAVRA: came                          	Qtde: 1184
PALAVRA: cameos                        	Qtde: 16
PALAVRA: campaign                      	Qtde: 48
PALAVRA: can                           	Qtde: 1744
PALAVRA: canada                        	Qtde: 64
PALAVRA: candidate                     	Qtde: 16
PALAVRA: candle                        	Qtde: 224
PALAVRA: candlepower                   	Qtde: 16
PALAVRA: candles                       	Qtde: 16
PALAVRA: cane                          	Qtde: 32
PALAVRA: cannot                        	Qtde: 592
PALAVRA: canopy                        	Qtde: 16
PALAVRA: cant                          	Qtde: 176
PALAVRA: canvas                        	Qtde: 32
PALAVRA: cap                           	Qtde: 16
PALAVRA: capable                       	Qtde: 16
PALAVRA: capit                         	Qtde: 16
PALAVRA: capital                       	Qtde: 48
PALAVRA: captive                       	Qtde: 16
PALAVRA: card                          	Qtde: 64
PALAVRA: cardiac                       	Qtde: 16
PALAVRA: cards                         	Qtde: 48
PALAVRA: care                          	Qtde: 80
PALAVRA: cared                         	Qtde: 96
PALAVRA: career                        	Qtde: 64
PALAVRA: careful                       	Qtde: 32
PALAVRA: carefully                     	Qtde: 112
PALAVRA: careless                      	Qtde: 32
PALAVRA: carelessness                  	Qtde: 16
PALAVRA: caretaker                     	Qtde: 16
PALAVRA: carolina                      	Qtde: 16
PALAVRA: carouse                       	Qtde: 16
PALAVRA: carpeted                      	Qtde: 16
PALAVRA: carre                         	Qtde: 32
PALAVRA: carriage                      	Qtde: 64
PALAVRA: carried                       	Qtde: 80
PALAVRA: carries                       	Qtde: 16
PALAVRA: carry                         	Qtde: 160
PALAVRA: carrydignified                	Qtde: 16
PALAVRA: carrying                      	Qtde: 64
PALAVRA: cartwright                    	Qtde: 128
PALAVRA: case                          	Qtde: 1008
PALAVRA: cases                         	Qtde: 240
PALAVRA: cast                          	Qtde: 96
PALAVRA: casting                       	Qtde: 16
PALAVRA: casually                      	Qtde: 16
PALAVRA: cat                           	Qtde: 16
PALAVRA: catastrophe                   	Qtde: 16
PALAVRA: catch                         	Qtde: 80
PALAVRA: catching                      	Qtde: 16
PALAVRA: catlike                       	Qtde: 16
PALAVRA: cattle                        	Qtde: 16
PALAVRA: caught                        	Qtde: 128
PALAVRA: cause                         	Qtde: 160
PALAVRA: caused                        	Qtde: 16
PALAVRA: causes                        	Qtde: 16
PALAVRA: causing                       	Qtde: 16
PALAVRA: caution                       	Qtde: 32
PALAVRA: cautioned                     	Qtde: 16
PALAVRA: cautious                      	Qtde: 16
PALAVRA: cautiously                    	Qtde: 32
PALAVRA: cavalier                      	Qtde: 16
PALAVRA: cc                            	Qtde: 16
PALAVRA: cch                           	Qtde: 48
PALAVRA: cease                         	Qtde: 16
PALAVRA: ceiling                       	Qtde: 32
PALAVRA: celebrate                     	Qtde: 16
PALAVRA: celt                          	Qtde: 16
PALAVRA: celtic                        	Qtde: 16
PALAVRA: central                       	Qtde: 96
PALAVRA: centre                        	Qtde: 144
PALAVRA: centred                       	Qtde: 16
PALAVRA: centuries                     	Qtde: 16
PALAVRA: century                       	Qtde: 16
PALAVRA: ceremony                      	Qtde: 16
PALAVRA: certain                       	Qtde: 272
PALAVRA: certainly                     	Qtde: 512
PALAVRA: certainty                     	Qtde: 16
PALAVRA: chain                         	Qtde: 64
PALAVRA: chair                         	Qtde: 128
PALAVRA: chairman                      	Qtde: 16
PALAVRA: chairs                        	Qtde: 32
PALAVRA: chamber                       	Qtde: 48
PALAVRA: chambermaid                   	Qtde: 16
PALAVRA: chance                        	Qtde: 416
PALAVRA: chanced                       	Qtde: 80
PALAVRA: chances                       	Qtde: 32
PALAVRA: change                        	Qtde: 128
PALAVRA: changed                       	Qtde: 48
PALAVRA: changes                       	Qtde: 48
PALAVRA: channel                       	Qtde: 16
PALAVRA: channels                      	Qtde: 16
PALAVRA: chap                          	Qtde: 48
PALAVRA: chapter                       	Qtde: 496
PALAVRA: character                     	Qtde: 160
PALAVRA: characteristic                	Qtde: 16
PALAVRA: characteristics               	Qtde: 32
PALAVRA: characters                    	Qtde: 32
PALAVRA: charge                        	Qtde: 192
PALAVRA: charged                       	Qtde: 16
PALAVRA: charges                       	Qtde: 16
PALAVRA: charing                       	Qtde: 112
PALAVRA: charitable                    	Qtde: 16
PALAVRA: charities                     	Qtde: 48
PALAVRA: charity                       	Qtde: 16
PALAVRA: charles                       	Qtde: 1120
PALAVRA: charless                      	Qtde: 384
PALAVRA: charm                         	Qtde: 16
PALAVRA: charming                      	Qtde: 32
PALAVRA: charred                       	Qtde: 16
PALAVRA: chase                         	Qtde: 64
PALAVRA: chasing                       	Qtde: 48
PALAVRA: chatted                       	Qtde: 16
PALAVRA: check                         	Qtde: 64
PALAVRA: checked                       	Qtde: 16
PALAVRA: checkered                     	Qtde: 16
PALAVRA: checking                      	Qtde: 16
PALAVRA: checkmated                    	Qtde: 16
PALAVRA: checks                        	Qtde: 16
PALAVRA: cheeks                        	Qtde: 48
PALAVRA: cheerful                      	Qtde: 64
PALAVRA: chest                         	Qtde: 16
PALAVRA: chief                         	Qtde: 32
PALAVRA: child                         	Qtde: 96
PALAVRA: childless                     	Qtde: 16
PALAVRA: chill                         	Qtde: 48
PALAVRA: chilled                       	Qtde: 16
PALAVRA: chilling                      	Qtde: 16
PALAVRA: chimerical                    	Qtde: 16
PALAVRA: chiming                       	Qtde: 48
PALAVRA: chimneys                      	Qtde: 32
PALAVRA: chin                          	Qtde: 16
PALAVRA: choleric                      	Qtde: 16
PALAVRA: choose                        	Qtde: 48
PALAVRA: chosen                        	Qtde: 16
PALAVRA: christian                     	Qtde: 16
PALAVRA: chronicle                     	Qtde: 16
PALAVRA: chronicled                    	Qtde: 16
PALAVRA: chuckles                      	Qtde: 16
PALAVRA: chuckling                     	Qtde: 16
PALAVRA: cigar                         	Qtde: 96
PALAVRA: cigarash                      	Qtde: 16
PALAVRA: cigarette                     	Qtde: 96
PALAVRA: cigarettes                    	Qtde: 32
PALAVRA: cigars                        	Qtde: 32
PALAVRA: circle                        	Qtde: 32
PALAVRA: circular                      	Qtde: 16
PALAVRA: circumspect                   	Qtde: 16
PALAVRA: circumspectly                 	Qtde: 16
PALAVRA: circumstance                  	Qtde: 16
PALAVRA: circumstances                 	Qtde: 80
PALAVRA: city                          	Qtde: 32
PALAVRA: clad                          	Qtde: 16
PALAVRA: claim                         	Qtde: 80
PALAVRA: claimant                      	Qtde: 16
PALAVRA: claiming                      	Qtde: 16
PALAVRA: clandestine                   	Qtde: 16
PALAVRA: clanged                       	Qtde: 16
PALAVRA: clapped                       	Qtde: 48
PALAVRA: clarendon                     	Qtde: 16
PALAVRA: classical                     	Qtde: 16
PALAVRA: clay                          	Qtde: 16
PALAVRA: clayton                       	Qtde: 48
PALAVRA: clean                         	Qtde: 48
PALAVRA: cleaned                       	Qtde: 16
PALAVRA: cleaning                      	Qtde: 16
PALAVRA: cleanliness                   	Qtde: 16
PALAVRA: cleans                        	Qtde: 16
PALAVRA: cleanshaven                   	Qtde: 16
PALAVRA: clear                         	Qtde: 480
PALAVRA: clearcut                      	Qtde: 16
PALAVRA: cleared                       	Qtde: 128
PALAVRA: clearer                       	Qtde: 16
PALAVRA: clearing                      	Qtde: 32
PALAVRA: clearly                       	Qtde: 112
PALAVRA: cleft                         	Qtde: 32
PALAVRA: clenched                      	Qtde: 16
PALAVRA: clergyman                     	Qtde: 32
PALAVRA: clerk                         	Qtde: 16
PALAVRA: clever                        	Qtde: 48
PALAVRA: cleverly                      	Qtde: 16
PALAVRA: cleverness                    	Qtde: 16
PALAVRA: click                         	Qtde: 16
PALAVRA: client                        	Qtde: 32
PALAVRA: clients                       	Qtde: 16
PALAVRA: cliff                         	Qtde: 32
PALAVRA: climate                       	Qtde: 16
PALAVRA: climbed                       	Qtde: 16
PALAVRA: climbing                      	Qtde: 16
PALAVRA: cling                         	Qtde: 16
PALAVRA: clink                         	Qtde: 16
PALAVRA: clipped                       	Qtde: 48
PALAVRA: clock                         	Qtde: 80
PALAVRA: clogs                         	Qtde: 16
PALAVRA: close                         	Qtde: 224
PALAVRA: closed                        	Qtde: 112
PALAVRA: closely                       	Qtde: 80
PALAVRA: closer                        	Qtde: 64
PALAVRA: closeted                      	Qtde: 16
PALAVRA: closing                       	Qtde: 16
PALAVRA: cloth                         	Qtde: 32
PALAVRA: clothes                       	Qtde: 48
PALAVRA: clotted                       	Qtde: 16
PALAVRA: cloud                         	Qtde: 16
PALAVRA: clouded                       	Qtde: 32
PALAVRA: clouds                        	Qtde: 112
PALAVRA: club                          	Qtde: 48
PALAVRA: clue                          	Qtde: 32
